alg|input|items|utc|ts|duration
insertion_sort|interleaved|8|13 Jun 2019 19:04:11.533630|1560452651533671|0.000000
insertion_sort|interleaved|100|13 Jun 2019 19:04:11.534028|1560452651534060|0.000000
insertion_sort|interleaved|1000|13 Jun 2019 19:04:11.534994|1560452651535028|0.045000
insertion_sort|interleaved|10000|13 Jun 2019 19:04:11.581014|1560452651581038|3.186000
insertion_sort|interleaved|100000|13 Jun 2019 19:04:14.771440|1560452654771476|549.484000
insertion_sort|bucketed|10|13 Jun 2019 19:13:24.307320|1560453204307361|0.000000
insertion_sort|bucketed|100|13 Jun 2019 19:13:24.307722|1560453204307754|0.001000
insertion_sort|bucketed|1000|13 Jun 2019 19:13:24.308786|1560453204308820|0.039000
insertion_sort|bucketed|10000|13 Jun 2019 19:13:24.348105|1560453204348130|3.204000
insertion_sort|bucketed|100000|13 Jun 2019 19:13:27.557324|1560453207557375|568.753000
quicksort_left|constant|10|13 Jun 2019 19:22:56.368502|1560453776368543|0.000000
quicksort_left|constant|100|13 Jun 2019 19:22:56.369633|1560453776369695|0.001000
quicksort_left|constant|1000|13 Jun 2019 19:22:56.371119|1560453776371165|0.038000
quicksort_left|constant|10000|13 Jun 2019 19:22:56.410536|1560453776410559|3.197000
quicksort_left|constant|100000|13 Jun 2019 19:22:59.610199|1560453779610236|493.977000
quicksort_left|sorted|10|13 Jun 2019 19:31:13.595435|1560454273595476|0.000000
quicksort_left|sorted|100|13 Jun 2019 19:31:13.595853|1560454273595885|0.001000
quicksort_left|sorted|1000|13 Jun 2019 19:31:13.596908|1560454273596942|0.039000
quicksort_left|sorted|10000|13 Jun 2019 19:31:13.636512|1560454273636536|3.158000
quicksort_left|sorted|100000|13 Jun 2019 19:31:16.797163|1560454276797200|506.240000
quicksort_left|reversed|10|13 Jun 2019 19:39:43.046497|1560454783046539|0.000000
quicksort_left|reversed|100|13 Jun 2019 19:39:43.046852|1560454783046885|0.001000
quicksort_left|reversed|1000|13 Jun 2019 19:39:43.047885|1560454783047919|0.039000
quicksort_left|reversed|10000|13 Jun 2019 19:39:43.087809|1560454783087843|3.481000
quicksort_left|reversed|100000|13 Jun 2019 19:39:46.571039|1560454786571090|628.010000
quicksort_left|random|10|13 Jun 2019 19:50:14.586779|1560455414586822|0.000000
quicksort_left|random|100|13 Jun 2019 19:50:14.587516|1560455414587585|0.000000
quicksort_left|random|1000|13 Jun 2019 19:50:14.588165|1560455414588213|0.002000
quicksort_left|random|10000|13 Jun 2019 19:50:14.591528|1560455414591567|0.021000
quicksort_left|random|100000|13 Jun 2019 19:50:14.618341|1560455414618378|0.283000
quicksort_left|interleaved|8|13 Jun 2019 19:50:14.970146|1560455414970198|0.000000
quicksort_left|interleaved|100|13 Jun 2019 19:50:14.970562|1560455414970605|0.000000
quicksort_left|interleaved|1000|13 Jun 2019 19:50:14.971245|1560455414971288|0.013000
quicksort_left|interleaved|10000|13 Jun 2019 19:50:14.985152|1560455414985176|1.453000
quicksort_left|interleaved|100000|13 Jun 2019 19:50:16.441832|1560455416441879|244.315000
quicksort_left|bucketed|10|13 Jun 2019 19:54:20.814626|1560455660814661|0.000000
quicksort_left|bucketed|100|13 Jun 2019 19:54:20.814990|1560455660815011|0.000000
quicksort_left|bucketed|1000|13 Jun 2019 19:54:20.815450|1560455660815472|0.001000
quicksort_left|bucketed|10000|13 Jun 2019 19:54:20.817343|1560455660817363|0.021000
quicksort_left|bucketed|100000|13 Jun 2019 19:54:20.843744|1560455660843784|0.332000
quicksort_right|constant|10|13 Jun 2019 19:54:21.231644|1560455661231699|0.000000
quicksort_right|constant|100|13 Jun 2019 19:54:21.232020|1560455661232063|0.001000
quicksort_right|constant|1000|13 Jun 2019 19:54:21.233423|1560455661233462|0.094000
quicksort_right|constant|10000|13 Jun 2019 19:54:21.328569|1560455661328605|4.726000
quicksort_right|constant|100000|13 Jun 2019 19:54:26.056634|1560455666056831|739.720000
quicksort_right|sorted|10|13 Jun 2019 20:06:45.781593|1560456405781630|0.000000
quicksort_right|sorted|100|13 Jun 2019 20:06:45.781954|1560456405781983|0.000000
quicksort_right|sorted|1000|13 Jun 2019 20:06:45.782785|1560456405782816|0.049000
quicksort_right|sorted|10000|13 Jun 2019 20:06:45.832071|1560456405832095|4.769000
quicksort_right|sorted|100000|13 Jun 2019 20:06:50.604384|1560456410604437|893.751000
quicksort_right|reversed|10|13 Jun 2019 20:21:44.366994|1560457304367051|0.000000
quicksort_right|reversed|100|13 Jun 2019 20:21:44.367505|1560457304367543|0.001000
quicksort_right|reversed|1000|13 Jun 2019 20:21:44.368906|1560457304368944|0.094000
quicksort_right|reversed|10000|13 Jun 2019 20:21:44.463656|1560457304463691|9.013000
quicksort_right|reversed|100000|13 Jun 2019 20:21:53.478628|1560457313478681|855.519000
quicksort_right|random|10|13 Jun 2019 20:36:09.003715|1560458169003751|0.000000
quicksort_right|random|100|13 Jun 2019 20:36:09.003976|1560458169004004|0.000000
quicksort_right|random|1000|13 Jun 2019 20:36:09.004422|1560458169004444|0.001000
quicksort_right|random|10000|13 Jun 2019 20:36:09.006459|1560458169006485|0.026000
quicksort_right|random|100000|13 Jun 2019 20:36:09.038716|1560458169038765|0.368000
quicksort_right|interleaved|8|13 Jun 2019 20:36:09.475119|1560458169475155|0.000000
quicksort_right|interleaved|100|13 Jun 2019 20:36:09.475466|1560458169475488|0.000000
quicksort_right|interleaved|1000|13 Jun 2019 20:36:09.475937|1560458169475967|0.004000
quicksort_right|interleaved|10000|13 Jun 2019 20:36:09.480941|1560458169480980|0.333000
quicksort_right|interleaved|100000|13 Jun 2019 20:36:09.817931|1560458169817977|35.473000
quicksort_right|bucketed|10|13 Jun 2019 20:36:45.344531|1560458205344583|0.000000
quicksort_right|bucketed|100|13 Jun 2019 20:36:45.345033|1560458205345067|0.000000
quicksort_right|bucketed|1000|13 Jun 2019 20:36:45.345612|1560458205345646|0.002000
quicksort_right|bucketed|10000|13 Jun 2019 20:36:45.349058|1560458205349095|0.023000
quicksort_right|bucketed|100000|13 Jun 2019 20:36:45.377044|1560458205377081|0.402000
quicksort_random|constant|10|13 Jun 2019 20:36:45.845080|1560458205845127|0.000000
quicksort_random|constant|100|13 Jun 2019 20:36:45.845480|1560458205845513|0.001000
quicksort_random|constant|1000|13 Jun 2019 20:36:45.846649|1560458205846682|0.044000
quicksort_random|constant|10000|13 Jun 2019 20:36:45.891373|1560458205891407|4.131000
quicksort_random|constant|100000|13 Jun 2019 20:36:50.025178|1560458210025216|640.628000
quicksort_random|sorted|10|13 Jun 2019 20:47:30.658227|1560458850658261|0.000000
quicksort_random|sorted|100|13 Jun 2019 20:47:30.658585|1560458850658613|0.000000
quicksort_random|sorted|1000|13 Jun 2019 20:47:30.659072|1560458850659104|0.001000
quicksort_random|sorted|10000|13 Jun 2019 20:47:30.661260|1560458850661292|0.020000
quicksort_random|sorted|100000|13 Jun 2019 20:47:30.683782|1560458850683830|0.317000
quicksort_random|reversed|10|13 Jun 2019 20:47:31.005951|1560458851006001|0.000000
quicksort_random|reversed|100|13 Jun 2019 20:47:31.006379|1560458851006412|0.000000
quicksort_random|reversed|1000|13 Jun 2019 20:47:31.006952|1560458851006987|0.002000
quicksort_random|reversed|10000|13 Jun 2019 20:47:31.010277|1560458851010313|0.021000
quicksort_random|reversed|100000|13 Jun 2019 20:47:31.033581|1560458851033617|0.332000
quicksort_random|random|10|13 Jun 2019 20:47:31.369386|1560458851369424|0.000000
quicksort_random|random|100|13 Jun 2019 20:47:31.369821|1560458851369852|0.001000
quicksort_random|random|1000|13 Jun 2019 20:47:31.370480|1560458851370518|0.002000
quicksort_random|random|10000|13 Jun 2019 20:47:31.374023|1560458851374058|0.023000
quicksort_random|random|100000|13 Jun 2019 20:47:31.402707|1560458851402746|0.340000
quicksort_random|interleaved|8|13 Jun 2019 20:47:31.811462|1560458851811519|0.000000
quicksort_random|interleaved|100|13 Jun 2019 20:47:31.811873|1560458851811914|0.001000
quicksort_random|interleaved|1000|13 Jun 2019 20:47:31.812549|1560458851812588|0.007000
quicksort_random|interleaved|10000|13 Jun 2019 20:47:31.820211|1560458851820250|0.374000
quicksort_random|interleaved|100000|13 Jun 2019 20:47:32.200108|1560458852200157|27.666000
quicksort_random|bucketed|10|13 Jun 2019 20:47:59.912008|1560458879912080|0.000000
quicksort_random|bucketed|100|13 Jun 2019 20:47:59.913118|1560458879913183|0.000000
quicksort_random|bucketed|1000|13 Jun 2019 20:47:59.913926|1560458879913971|0.003000
quicksort_random|bucketed|10000|13 Jun 2019 20:47:59.918053|1560458879918082|0.022000
quicksort_random|bucketed|100000|13 Jun 2019 20:47:59.945595|1560458879945630|0.347000
heapsort|constant|10|13 Jun 2019 20:48:00.359320|1560458880359355|0.006000
heapsort|constant|100|13 Jun 2019 20:48:00.366159|1560458880366203|0.000000
heapsort|constant|1000|13 Jun 2019 20:48:00.366933|1560458880366967|0.004000
heapsort|constant|10000|13 Jun 2019 20:48:00.371812|1560458880371849|0.036000
heapsort|constant|100000|13 Jun 2019 20:48:00.410012|1560458880410047|0.401000
heapsort|sorted|10|13 Jun 2019 20:48:00.814808|1560458880814841|0.000000
heapsort|sorted|100|13 Jun 2019 20:48:00.815145|1560458880815174|0.001000
heapsort|sorted|1000|13 Jun 2019 20:48:00.816611|1560458880816641|0.019000
heapsort|sorted|10000|13 Jun 2019 20:48:00.836167|1560458880836215|0.318000
heapsort|sorted|100000|13 Jun 2019 20:48:01.157375|1560458881157411|4.981000
heapsort|reversed|10|13 Jun 2019 20:48:06.142501|1560458886142535|0.000000
heapsort|reversed|100|13 Jun 2019 20:48:06.142824|1560458886142853|0.001000
heapsort|reversed|1000|13 Jun 2019 20:48:06.144026|1560458886144072|0.016000
heapsort|reversed|10000|13 Jun 2019 20:48:06.161442|1560458886161476|0.290000
heapsort|reversed|100000|13 Jun 2019 20:48:06.454456|1560458886454495|4.789000
heapsort|random|10|13 Jun 2019 20:48:11.246732|1560458891246766|0.000000
heapsort|random|100|13 Jun 2019 20:48:11.247308|1560458891247337|0.001000
heapsort|random|1000|13 Jun 2019 20:48:11.248569|1560458891248601|0.019000
heapsort|random|10000|13 Jun 2019 20:48:11.269014|1560458891269042|0.317000
heapsort|random|100000|13 Jun 2019 20:48:11.591151|1560458891591188|5.583000
heapsort|interleaved|8|13 Jun 2019 20:48:17.233224|1560458897233265|0.000000
heapsort|interleaved|100|13 Jun 2019 20:48:17.233587|1560458897233624|0.002000
heapsort|interleaved|1000|13 Jun 2019 20:48:17.235403|1560458897235437|0.027000
heapsort|interleaved|10000|13 Jun 2019 20:48:17.262991|1560458897263014|0.331000
heapsort|interleaved|100000|13 Jun 2019 20:48:17.598932|1560458897598971|4.814000
heapsort|bucketed|10|13 Jun 2019 20:48:22.471717|1560458902471758|0.000000
heapsort|bucketed|100|13 Jun 2019 20:48:22.472031|1560458902472068|0.001000
heapsort|bucketed|1000|13 Jun 2019 20:48:22.473326|1560458902473361|0.022000
heapsort|bucketed|10000|13 Jun 2019 20:48:22.496234|1560458902496265|0.381000
heapsort|bucketed|100000|13 Jun 2019 20:48:22.882212|1560458902882250|5.632000
bucketsort|constant|10|13 Jun 2019 20:48:28.585846|1560458908585906|0.006000
bucketsort|constant|100|13 Jun 2019 20:48:28.591646|1560458908591692|0.001000
bucketsort|constant|1000|13 Jun 2019 20:48:28.593109|1560458908593150|0.043000
bucketsort|constant|10000|13 Jun 2019 20:48:28.637729|1560458908637767|3.507000
bucketsort|constant|100000|13 Jun 2019 20:48:32.146468|1560458912146509|485.260000
bucketsort|sorted|10|13 Jun 2019 20:56:37.418325|1560459397418383|0.000000
bucketsort|sorted|100|13 Jun 2019 20:56:37.418748|1560459397418787|0.001000
bucketsort|sorted|1000|13 Jun 2019 20:56:37.419734|1560459397419781|0.028000
bucketsort|sorted|10000|13 Jun 2019 20:56:37.448207|1560459397448236|1.371000
bucketsort|sorted|100000|13 Jun 2019 20:56:38.821867|1560459398821904|134.489000
bucketsort|reversed|10|13 Jun 2019 20:58:53.318440|1560459533318483|0.000000
bucketsort|reversed|100|13 Jun 2019 20:58:53.318804|1560459533318841|0.001000
bucketsort|reversed|1000|13 Jun 2019 20:58:53.319409|1560459533319431|0.020000
bucketsort|reversed|10000|13 Jun 2019 20:58:53.340436|1560459533340459|1.337000
bucketsort|reversed|100000|13 Jun 2019 20:58:54.679664|1560459534679710|125.996000
bucketsort|random|10|13 Jun 2019 21:01:00.678855|1560459660678890|0.000000
bucketsort|random|100|13 Jun 2019 21:01:00.679164|1560459660679193|0.000000
bucketsort|random|1000|13 Jun 2019 21:01:00.679679|1560459660679708|0.018000
bucketsort|random|10000|13 Jun 2019 21:01:00.697951|1560459660697975|1.424000
bucketsort|random|100000|13 Jun 2019 21:01:02.128870|1560459662128916|134.305000
bucketsort|interleaved|8|13 Jun 2019 21:03:16.493334|1560459796493391|0.000000
bucketsort|interleaved|100|13 Jun 2019 21:03:16.493911|1560459796493957|0.000000
bucketsort|interleaved|1000|13 Jun 2019 21:03:16.495255|1560459796495302|0.023000
bucketsort|interleaved|10000|13 Jun 2019 21:03:16.519531|1560459796519556|1.322000
bucketsort|interleaved|100000|13 Jun 2019 21:03:17.845461|1560459797845498|178.612000
bucketsort|bucketed|10|13 Jun 2019 21:06:16.501695|1560459976501756|0.000000
bucketsort|bucketed|100|13 Jun 2019 21:06:16.502231|1560459976502285|0.001000
bucketsort|bucketed|1000|13 Jun 2019 21:06:16.503436|1560459976503490|0.020000
bucketsort|bucketed|10000|13 Jun 2019 21:06:16.525029|1560459976525064|1.474000
bucketsort|bucketed|100000|13 Jun 2019 21:06:18.005177|1560459978005225|133.897000
